a,b,opcode,faulty_result,label
1234142611,3031598697,4,4248634362,0
1220338577,3092354672,1,2422951201,0
1407130023,2510639147,3,3623836079,0
2300770834,2429586977,3,2582838835,0
456353590,3380726931,3,3686002615,0
3195218044,2192276485,0,1092527233,0
3565279401,2605413430,0,1875725535,0
2747513415,3432595609,2,2155937793,0
3714358458,4289956095,3,4294417663,0
1728953294,4037309153,4,2544486703,0
2118556668,1314193820,0,3432750472,1
171504916,113733901,2,33583364,0
4249847034,1689295817,0,1646272707,1
854062949,2135447550,4,1303355547,0
3994009820,787010397,4,3236369281,0
889457514,2966749281,2,805568608,0
1777106899,1379788196,2,1076651904,1
3825810632,1314851228,0,845678180,1
2638981690,1967771114,2,357140522,0
1997691886,2696400449,3,4156022767,0
3581930666,1643923395,1,1938007271,0
2342841879,535587647,2,195325463,1
4218729718,4250324730,4,102922764,0
322782502,3361848464,0,3667853750,1
656027470,3504905889,4,4159877615,0
3080350319,1202740623,3,4122640367,1
3079750767,2718611012,2,2717909060,1
30027011,3712002234,3,3721047483,0
471311160,1390137253,2,269713952,1
1341461407,2326182933,0,3667644340,0
968078707,150758673,3,973075827,0
1709862347,4022236383,3,4026432991,0
429959475,1443542444,3,1604992447,1
611075912,4001852125,1,904191083,0
1283091352,3722361531,0,710485619,1
3007015014,4072734437,4,1107007107,0
774480732,3062247533,4,2561643313,0
702768467,2034649586,4,1420111009,1
4136616685,2113968124,0,1955617769,1
2202435590,858401126,3,3010373990,0
1123217797,3787138755,2,1085415553,0
1743375823,3767744193,2,1619068097,0
2217352200,332192551,0,2549544751,0
453055286,3210203262,3,3210204030,0
2106126843,1777496531,4,276463656,1
2520440876,693769042,4,3210802046,0
3230390913,575300932,0,3805691845,0
2689368128,3198408829,0,1592809653,1
3510895778,164688659,2,20971522,0
1782448084,927120750,0,2709568834,0
1602444223,2157712897,1,1592214974,1
4285933822,3101957745,1,1183976077,0
3234368129,400002351,4,3609135022,0
2491844649,1278285720,1,1213558933,1
2531982893,3313553547,0,1550569144,0
2159504385,3454698651,1,852289382,1
1334240159,1776491987,0,3111780722,1
1850990556,2009399791,3,2144853983,1
3895010512,584281925,3,3942346709,0
230009627,3708086458,3,3753241531,1
591097670,2829878353,4,2341989143,0
1460756398,4141504749,2,1443909804,1
430976819,2970277474,0,3401254293,0
654460238,2625449016,1,2323978518,0
3580792490,323527462,3,3614355374,0
3252054147,2198404614,2,2164287490,0
1618901952,716825941,0,2335727893,0
2308610067,2702782018,2,2165835778,0
1962189289,2997376613,3,4143773677,0
4075183845,2451887140,4,1623362241,0
3114166899,403667248,2,470706224,1
2221410312,1436209579,4,3522353579,1
929957230,4246242042,4,3396765596,1
1831903194,2243803659,4,3901564353,1
1940282855,1784051156,2,1648776644,1
4257215227,3795841220,4,394265151,1
1522998709,3921807059,3,4224131063,0
265325343,3399454357,0,3664779700,0
3896029904,2272638478,4,1867318494,0
686012241,71462664,1,615073865,1
918047085,1948893672,2,875053416,0
3817702087,3897700560,2,3892314304,1
1703136203,3312459914,3,3857968075,0
3951081687,3579326122,1,371755557,1
2118510588,2410713631,2,234914332,0
2556093488,2157543937,2,2149089280,0
1203898255,1441042859,0,2644941114,0
4080030438,2201160198,2,2201092614,1
2973784162,2333301270,4,978518132,1
3000504421,1056269693,4,2351789336,0
1119470981,2710431811,2,638977,1
2063067637,4144031982,2,1912662244,0
3183737979,3823827655,4,1579747004,0
1775266259,3089216624,3,4193385971,0
3678234294,331548967,4,3372117904,1
3234388609,1827382233,1,1407006376,0
3518575267,2318159892,4,1268081335,1
867912551,966153075,1,4196726644,1
279661857,1442238379,1,3132382582,1
721454934,4221116151,4,3499727265,0
1549032888,2477276199,3,1610382783,1
71047432,2298945554,2,262148,1
913167212,4214758134,3,3212696574,1
501763899,195770135,3,531332927,1
1066785663,1602986431,4,1612610112,1
966931315,2481192487,0,3448123802,0
4252720890,2612121143,0,2435657009,1
2167771138,3208630398,4,1040859228,1
835324771,702504275,0,1537960118,1
979957620,249088797,4,883965033,0
2916502107,1613416896,1,1303085211,0
4119441131,1232127890,1,2887313241,0
1326009758,252202782,3,1326010266,1
3266823301,88958218,1,3177865067,1
2416770080,4253412091,0,2375206683,1
3119646323,903085931,2,835847779,0
3669492405,2135382526,2,1241514164,1
3789684419,1491447729,1,2298236690,0
2260324365,541201216,1,1719123149,0
1097333634,2684047935,2,23155202,1
822512994,574183748,2,536873280,0
2816934479,822183778,3,3083306863,1
3624085168,1207575439,4,536413503,1
2018568688,1525983669,1,492585019,0
3899738320,710356820,4,2183554948,1
2196910597,1513934772,3,3674144693,0
656105806,316996389,0,973102195,0
3120443507,147446545,0,3267890052,0
591436102,410369840,4,993338999,1
1289416601,2515494443,4,3644164530,0
2646662203,4183127794,2,2579518514,1
1982674924,570478404,0,2553153328,0
285793058,4014334686,1,566425668,0
145003793,3652005043,1,653748318,1
1170079115,2033876466,3,2109734399,1
2257015821,3977993946,2,2214810633,1
2687135296,3604250285,0,4143901933,1
1342080415,2126905853,0,3468986332,1
2456362532,2979981411,3,2986344039,1
874639208,1712811980,2,604073800,0
1599190974,805991264,1,793199710,0
1891901921,1640351171,1,251550750,0
438609204,1848220636,0,2286305552,1
3976094937,367976235,0,49103876,0
2398556701,405577008,3,2533334845,1
981256052,4059322595,1,1216900753,0
2145316351,2728227909,3,4259315199,1
2844398675,3658976436,1,3480388511,1
1658773957,1549524920,0,3208298877,0
2078005751,819305313,2,819042657,0
2358401049,1448695212,3,3738918333,0
35545348,2617465400,2,147456,0
1939440103,3709146810,4,2928449365,1
809547616,2712234563,1,2392149277,1
2026194929,4292353279,3,4292698111,0
4102072041,4171245297,4,203456536,0
1610831296,1638999491,4,28471299,0
1563869114,686533457,0,2250402571,0
1711937996,1345366944,1,366571052,0
1499613618,3621245615,0,825891937,0
2663693373,3689212599,2,2596579381,0
2683654207,3688118967,4,1143040648,0
142552336,1855316445,2,2283086096,1
165717267,4094704872,4,4260403707,0
2144475135,457263414,2,457179414,1
1793052629,3218536575,3,4292870143,0
2152653824,2748751431,1,3698869657,1
3037011050,1370179491,4,3836632009,0
1575732667,4038270177,0,1323229852,1
4077230310,2049164788,3,3945258486,1
1664065478,1977467371,1,3981565403,0
1699024842,2793852493,1,3200141693,1
1975552,3254995076,1,1041915004,1
3449948827,4012277982,3,4020669150,1
4125342955,858926438,0,689302097,0
3053574764,2977740386,1,75834378,0
725718870,2371267098,3,2941763414,1
1033669499,3523677348,0,262395935,1
2511969323,4000759516,3,4294950647,1
3104367730,2179128323,0,988528757,0
1668971974,1554916281,0,3223888255,0
822637922,606685000,3,891909994,0
1376493988,3924448979,3,4226414583,1
2350089752,2936742494,0,3139348598,1
3719902907,694588754,3,3187652603,1
4003801309,2762804809,4,1242048148,0
3049269355,1927796709,3,4150788079,1
2655462460,2143512575,2,507716668,0
2704941634,800643935,1,1904297715,1
1935542758,804144991,4,1555056313,1
3234435201,761666906,4,3987705307,0
2780110411,30771971,4,2757793100,1
3641024690,2990135396,1,650889294,0
2143974911,251973406,2,251675926,1
296107811,3480750750,3,3757979583,1
1155191689,294087971,3,1373634475,1
1433408426,760901466,0,2196407044,1
1437452715,927237486,2,352616746,0
1054903677,1288470425,0,2343374102,0
1612817344,1360719778,3,1899745250,1
1033492859,4209474293,4,3346965134,1
628583242,2042448371,2,540363074,1
1619976641,1915640804,1,3999303165,1
593423686,273542944,4,856883814,0
4042215649,1703534539,2,1619611841,0
734181207,2730163269,0,3464344476,0
3386087059,4043603682,1,3633256369,1
3075740270,601509703,3,3086901103,1
413719345,742816088,1,3965870552,1
2128023037,2303033362,4,4153576943,0
4066184932,3671181493,3,4208840437,0
2804838990,2901797977,1,4198008277,1
3913997010,1979591147,4,2629104441,0
2351418904,245412637,4,2189917445,0
2414193183,2360678425,0,479904312,0
4127682284,3503467169,1,624215115,0
2485496360,888000873,3,3035495273,0
1171545483,231502619,1,940042864,0
3753101503,183062805,2,178339863,1
3831784648,1612605376,0,1149422728,0
3906318033,4197339380,3,4211080949,0
2626816,990159734,3,992753526,1
538561344,3427094168,1,1398045864,1
1706473419,1854079965,0,3560553256,1
650331981,959743858,2,603981632,1
4279916286,4081132262,0,4065950180,1
972427123,4122735851,0,800195678,0
1172030347,3659947188,1,1806788311,1
4272083197,4216411382,2,4194357492,1
3016655975,4222996727,2,3011805287,0
2587031092,98312459,1,2622936361,1
4271696125,3274331782,4,1035386491,0
3287592071,53582086,4,3234149761,0
2853436500,827493730,1,2021748466,1
994500982,4031821024,0,731354710,0
1026526586,4079800038,1,1241689748,1
3464838301,1616786368,1,1848051965,1
635838795,675494224,4,228923419,0
3736350397,2841677906,0,2283061007,0
397740335,885499753,1,3807207876,1
200073495,1924925413,0,2124998908,0
1894535649,3144660086,2,812388448,0
1988706285,560894274,4,1474768559,1
4072325349,2601565238,1,1470768303,1
3239048834,1577840572,0,521922110,0
3623479983,2348539415,3,4294704831,1
3202380413,2960759392,0,2136607965,1
381293869,3105485426,1,1570767547,1
2074009591,3983199962,2,1762315987,1
1485721521,1892128737,0,3914721170,1
123742478,4053568227,0,4168922097,1
4120404715,3379635858,3,4260982523,1
865467751,3872491213,4,3578034986,1
4266974972,3589193387,2,1413783208,1
750437209,244203805,4,573867588,1
539430208,3315612299,2,538970112,1
2629675577,3465868445,4,1378442918,1
4037343457,206124312,2,12290,1
3257835140,2065801206,3,4214202354,1
3953357015,1840057819,1,2113364732,1
2821344336,451279669,4,2999957349,0
805437280,2297092625,4,3135972721,1
1795563478,549815105,4,1271110807,0
3342266510,1067024255,1,2275241999,1
901530475,3612440238,0,219001369,1
60510471,346263849,1,4009213918,0
1679270344,4194619124,2,1610907840,0
1098312578,1591963581,0,2757385023,1
4120898283,3091220592,1,761242235,1
382487853,3950982358,2,38536324,1
1027966842,503734588,1,524232254,0
3185885307,1812250584,3,4259381243,1
2043520499,2658619964,4,3887790031,0
1184650125,3427116696,1,2052500725,0
3271438469,1007491960,4,4277349373,0
3664629940,1274236311,2,1248411796,1
2005521391,2325181461,1,3975307226,0
524207422,4160407791,0,389647917,0
398195503,2264390669,4,2437687075,1
2230024713,3751869119,1,2773122890,0
954520945,10325249,1,944195696,0
160629011,559840066,2,51511554,1
4253371131,281117985,3,4257533947,1
3231916673,2877007446,4,1809319127,1
1044056444,3680664758,3,4286283198,1
681863505,1282186136,2,136583440,1
1332509598,2516644396,1,3110832498,0
465969975,1861039069,4,1965756650,0
263507743,2417697312,0,2681205055,0
3878313166,2648508475,3,4294925567,0
2869948502,3110668402,4,317126692,1
3572620969,2883288151,3,4294704895,0
1053198717,3789053635,3,4292796287,1
889731946,446932789,0,1336666783,1
1243220372,2940773470,1,2597446966,1
2964305505,505964348,2,271066144,1
2544932399,84350218,0,2629282617,0
1959617513,1466979758,1,492375611,1
197206807,1493871026,1,2998303077,0
2129988093,590466886,1,1539521207,0
2197771781,854597477,0,3052369258,0
422917938,405729584,3,423622450,0
2923929692,3501585057,0,2130547453,0
1352873889,290559778,1,1062314111,0
2534091310,2906153050,0,1145244296,1
4071036133,3750189759,4,757091930,0
947642736,1684891080,0,2632533816,0
1560780730,2136841726,1,3718907324,1
1501065650,828423010,3,2037971954,0
750149465,1851618780,2,756307288,1
2469938214,32497411,0,2502435625,0
2539364910,2082980856,1,456384054,0
817334625,3695577784,1,1416724137,0
4221727991,860954470,3,4227039223,0
1390619557,303578404,4,1081808513,1
4098138344,3053315691,4,1102661251,0
2240074763,2107716603,4,4163233776,0
4191597811,2856203860,0,2752834375,0
2968450145,3294454920,4,1957925097,0
1599339454,2452220452,1,3374977434,1
342406440,1535578551,2,268440352,1
896171882,2881264727,0,3777436353,1
3042574442,3394384532,3,4284101374,0
1619464129,879865192,4,1425416873,1
1865910238,1709737419,2,1696630216,1
3986765019,2896179801,0,2587977524,0
2418978848,2200274438,3,2477766182,1
1908883427,1989611501,4,122695694,0
2928781917,3658641588,3,4136893181,1
6960384,3984120026,2,543690752,1
587424582,2535604782,1,2346787096,0
74049800,3487035039,0,3561084839,0
1399030694,1445836204,4,89011786,1
132178191,2584898612,4,2649918779,0
3128588404,53429510,1,3075421038,1
917532013,745418072,4,450773045,0
1483042736,1556033465,3,486502329,1
667720015,3639922353,2,12879873,0
4156707055,2488233512,1,1668473541,1
961032050,3037703274,4,2353496984,1
1939590631,1210565008,4,1002310775,1
2334177814,3403931797,2,2317393940,0
3927264468,3542195878,2,3254848644,0
1690995145,2255374348,4,3802972613,1
2279013903,2921613404,2,3322169356,1
2440865314,2053080052,0,198978070,0
1480182704,1600174014,0,3080356718,0
4282179326,1488447409,2,1479984816,1
1177772940,860727654,2,100737284,1
2896936537,3139670646,0,1741639887,0
973221236,3143865974,4,2170682114,1
2979041379,387342638,2,319815714,1
4288239871,3466116765,1,822123107,1
3995427036,4188532979,3,4289179903,1
1640813507,2275220495,4,3864121292,0
2904751194,1731173838,4,3389874580,0
2789032524,2094427129,1,694607443,1
1150087049,4204822261,0,1059942014,0
1443109292,773597532,2,100927756,0
2168292354,547714369,4,2711155011,0
4280254718,1681100744,3,4215246846,1
1764870610,2323454996,0,4088325542,1
1520330165,4262173948,3,4271898109,0
2694153793,3029716585,2,2694153793,0
59535623,1740180431,1,2614322480,1
2106543611,485075257,3,2146430459,1
2862485589,3073529454,1,4083923431,0
2529977389,2233107466,2,2215117832,0
1922855909,717995349,2,579350853,0
1489820593,1548616632,1,4236171257,0
3784409795,2238920714,1,3692972729,1
3991895259,751402329,3,3991371227,1
2461263909,2225899017,0,929066542,1
2235421706,2840464466,3,3984579674,1
2501056042,1816994264,4,4183701490,0
3287822471,3056898156,3,4160532719,0
587412294,1677215687,0,2264628109,1
3990984923,2320081940,4,1739078863,0
508112188,576385348,1,4224596984,1
273407776,3278481030,0,3551888806,0
2097590266,573037892,1,1524552375,1
1004767607,182234389,0,1187526284,1
2472945190,1557367225,3,3757551295,1
2570839602,2775750730,0,1043234428,1
3859201740,1192242574,1,2666961214,1
3826975944,190776598,1,3636166578,1
4045955810,2332673046,2,2164805634,1
2575674419,1674923463,3,4225101303,0
278380833,3160543352,3,3170365817,1
3834342089,2154072576,2,2214595072,1
1952072680,32279299,0,1984351979,0
366119723,3021184104,2,336758824,0
3457815708,1898606050,2,1074398336,0
837032803,2721914436,2,539236932,1
592586054,2542188079,3,3084302191,0
3795313860,3777719490,4,52199430,1
4030340320,1834099162,1,2196224774,1
3573577386,208970520,0,3782547906,0
2272422414,2927568988,0,905024106,0
1471617967,2736168006,2,1125521414,1
1517304244,1428032426,0,2945336670,0
3093814384,3444766362,1,3943753174,1
2527687213,2979578467,1,4111511498,1
3116206707,3863677644,3,2147453695,1
1132513159,1554976185,0,2687491392,1
634236747,1700526538,4,1083594369,0
3438386841,4281492222,3,4294180479,1
1269077911,2201655302,0,3470733213,0
2801542733,2877424727,4,226370058,1
4086385895,3067054189,1,1019855994,1
1976651243,1153887113,1,805986914,1
372350252,3855819979,1,811497569,0
3871259341,804246367,3,4026530783,0
1648235972,3844704458,4,2232917262,1
635101003,1248672148,3,1879048159,0
1561722810,2768146505,2,2215940104,1
2624643640,3803011269,3,4278057981,1
2852873812,614586697,2,536952912,1
1680651208,777531228,1,903119980,0
3295615624,170048276,4,3460931996,1
2600926262,2051766260,1,549422146,1
945595760,2041337843,1,3199225213,0
2213620231,274115872,2,5285888,1
642143052,2292286481,0,2934396765,1
541158208,2394360349,0,2935584093,1
2638294586,1752753104,0,96080394,0
2917049435,760450906,1,2156598529,0
403768624,626576714,4,1028245626,0
908888940,750319449,4,982809653,1
687104337,2490588712,1,2491482925,1
431457075,1792392149,1,2934032222,0
540053824,3458364572,4,3994214876,1
1151384969,3648395442,0,1041684027,1
962437490,1338223519,1,3919181267,0
2009736175,1384123813,4,625618504,1
2607962678,2706659906,1,4196269556,1
3535954597,99569931,0,3635524528,0
932203375,449684789,0,1381888164,0
2322654740,2106680827,1,215973913,0
1385151909,624976202,4,2010111215,0
2021776881,4068573925,2,1887535329,0
1162592138,330378535,0,1492970673,0
4019334879,1885644256,1,2133690623,0
3215858303,1874093535,3,4290674679,1
1804544,40208644,1,4256563196,0
2591776308,1439311275,0,4031087583,0
438327092,3857754827,4,4291886591,0
64935175,1031424378,1,3328215949,1
3080177263,2133870590,4,3366420913,1
2461436453,1227910546,2,3148032,1
2073675255,2336774166,1,4031868385,0
2359248921,4191677171,1,2462539046,0
4064999652,3427966104,3,4267375868,0
1791008725,3795313348,1,2290138385,1
3716731579,723160406,0,144924697,1
1767430610,3054447724,2,554174528,1
3126165108,177826069,0,3438208905,1
2919825500,3505415841,0,2147051261,1
3942901462,1228024210,0,875958376,0
1356915617,282979617,4,1077743232,0
2988684900,732794199,1,2255890701,0
1412107688,2695223873,4,4102985705,1
3928841428,771099995,4,3353039246,1
1459145133,234753307,0,1693898440,0
636354891,1972627435,1,2958694752,0
2389582364,3344965262,2,2254438924,0
2780009547,1642665923,1,1137344136,1
1372449187,3718605499,3,3723357115,0
1295565210,1982683116,1,3607849390,0
1162192266,2774732874,2,21037066,1
2253451276,2569676338,0,528160318,0
4017726686,2483415080,1,1534310582,1
3159642232,1723252685,2,605294656,1
1171321739,1957597673,2,1149276553,0
3695955640,250879773,2,205524504,0
2072075255,3503121569,1,2863920982,0
98374923,4282973950,1,110368269,0
526084926,679379280,4,925166190,1
1492554161,1360911778,1,131642383,0
1414950312,1453703597,3,1459088813,0
2352704536,3126391924,0,1184129676,1
2967235681,1019920761,2,549994593,1
3090125936,2073707511,3,4089436151,1
282474785,2461325861,2,278140961,0
2200155654,2285339152,0,190527510,0
1719098316,1975988203,2,1683426248,1
2581675059,3824692935,3,4227546871,1
1439309739,337417512,4,1104579203,0
555111234,4069623525,0,312990247,1
654021453,2405673502,0,3059694955,0
2340546071,887260009,4,3210961278,1
1533510582,4084911334,2,1398964358,1
14656257,2951733343,3,2952782431,1
4049893090,3704362681,2,3494123168,0
1100215683,4188020467,3,4189315059,1
584040261,711550292,3,720367445,1
3004696166,2805429326,2,2734687302,1
710502228,3622326959,3,4294539263,0
19252482,2576604723,2,16892930,0
1536178103,3674094261,3,3690872743,1
2141445631,1663638982,0,3805084613,0
2578300979,2698787905,1,4174480370,0
961657202,3283921031,3,4227709431,0
4179774194,2269851662,3,4285233918,0
1462994350,4125211883,0,1293370009,1
400614703,1837610459,0,2238225162,0
1287532441,1245010324,4,109803021,0
2020301296,954082673,3,2030009841,0
4106445545,1280980376,1,2825465169,0
3953013975,3909524690,4,43558917,0
2333968406,1840566235,2,185894930,1
3577529002,2554394672,3,3715955386,0
790352222,4058473187,2,554909762,1
3611102894,2201014790,1,1410087080,1
1521362357,2567826482,4,3282291079,0
802416479,4101606120,4,3685363127,1
2052142068,1136273799,3,2080054263,1
3594572972,2954508384,2,2415939616,1
2444911651,2360315929,3,2646602811,0
576333636,982105461,0,1491330233,1
2571364402,341796136,2,809721888,1
2329470485,395489071,0,2722862404,1
1615616,4196703476,0,4198327284,1
3328499852,3706678457,0,2740211029,1
2132824574,3208640126,0,1046497404,0
1533060022,3030782569,0,268875295,0
682315089,2408836639,2,142806033,1
1786083284,2871295062,0,362411050,0
1625213889,2887827544,0,218074137,0
1071606143,3843835082,4,3670224309,0
719370069,1933601254,3,2078343159,0
4151920366,2568931890,1,1448770748,1
4140021997,1117954949,0,963009650,0
1065917311,1761159121,3,2147336191,1
3694346424,789113694,2,201408536,1
105492748,1993357805,3,1993980397,0
3990846171,1304591259,1,2686254912,0
2654705212,1375508899,2,272142384,1
296309027,199774999,1,96534028,0
2771130442,2544280623,3,3081682543,1
2307812883,3478727326,0,1491507377,1
3120807540,3810687174,4,2032256690,1
425017650,3715465402,0,3066741228,1
3444693146,1779167700,3,4015782367,1
1962472937,1134268807,0,3096741488,1
2560127537,1612883904,1,1014352497,1
1674934215,1029920634,2,557930306,0
2287490064,4276484861,4,4139626221,1
3297996425,1419414953,0,422444082,0
618467657,3438347417,1,1206652080,1
1574195131,922792814,0,349504297,1
3318279307,2165744642,4,1155418249,0
664681807,4257415931,4,3529326516,1
476117304,2638049850,2,471887928,0
2038966771,1656256453,2,1620582849,1
3768123073,2633747513,1,1134375560,0
1235598739,526241086,0,1763936977,1
2900331609,1408487335,2,13863937,0
1748199376,1905361379,1,4137936365,1
3567905961,3622786223,0,2887336280,1
1677873608,2182073860,0,3859947212,1
3250596483,314308901,3,3556506534,1
2208589319,682537809,2,10756609,0
608769352,3620149935,4,4086173671,0
4283979518,1247406484,3,4284219390,1
26621187,427414322,3,436205363,0
1739951055,3436113049,1,2598805302,0
1840241115,2589261876,3,2147473919,1
3843567306,3692624056,1,150943250,0
2074151927,902643051,3,2146254847,0
3150786679,4258073339,2,3117351027,1
2961413729,2632377401,3,3169318457,1
1090403201,772137308,3,1862269917,0
88869642,579999045,1,3803837893,0
744340312,35648260,0,780119644,1
1129689478,4089882855,4,2954041697,1
4069710565,2369093146,2,2148555266,1
1202623887,3613407918,2,1193285774,1
2489681448,2186969092,3,2256504364,1
2032371186,1371155363,0,3403526549,0
246050077,3499668129,0,3745718206,0
2097941498,3356201104,1,3036703594,1
1458501549,3031143529,4,3796231108,1
4141249773,4286795007,0,4133077484,0
2430947361,4236009208,4,1821970137,0
3730033340,337901352,4,3396353428,0
3901778129,4166914288,2,3893362896,0
3099844209,3277843590,1,4116967915,0
1026550138,1443455916,1,3878063566,1
3231790721,2792704588,1,439086133,0
2297183761,3780694722,2,2152206848,0
3358401168,3096046193,4,1889847521,0
2973930594,3871644877,2,2688652352,1
1656467397,1149726089,1,506749500,1
741398360,3013524583,2,537957440,0
2696913985,381102893,1,2315806996,1
2787226188,1880027104,4,3593428388,1
1788252629,2384346652,4,3833638857,1
2493026857,1322167709,2,8945673,1
1175764876,3919152851,0,799950431,0
1637721539,3466933917,3,4022187999,0
315702565,3971588313,3,4277779933,1
2615791671,2309194771,2,2313256979,1
154260754,3093226608,4,2976854370,0
1473431983,3458225820,0,636692555,1
137827600,1930785254,3,2067228150,1
2901865049,4252247290,3,4260820731,0
4261955324,489758522,1,3772196806,1
4238966521,1819618776,0,1763618001,0
4148131566,2896793177,0,2749959495,1
1830705626,1102277507,1,795536983,1
552956737,1287003033,3,1828158425,0
3310758026,2373228570,4,1210232976,0
3381511315,1563024826,1,1818486521,1
2513067563,2540713518,3,2549775919,0
742570840,2375004699,0,3117575539,0
1507403699,508263740,4,1200773775,0
2473680422,805714784,4,2742510918,0
4260457211,81095433,2,80833033,0
497384763,2681982015,1,2110370044,0
4135507692,2835527762,0,2676068158,0
828744546,1474987951,3,2146412527,1
3549812391,3769230529,1,4075549158,0
1807686615,347357993,1,1459804334,1
4250900730,1476340655,0,1432274089,0
2509369387,507420988,3,2679632191,1
88475914,3452995227,3,3453390747,0
3952931543,2511272491,4,2117732604,1
3084897903,1770108371,2,562136067,1
3309939338,1655073733,1,1721974469,1
3684457655,650653517,0,40274948,1
1714972620,475909944,2,2216183560,1
1211095440,321336614,4,1527442614,1
2257333773,176276245,2,41943557,0
3267310213,3643522738,1,3918756819,1
3723941051,432973107,4,3292033416,0
3402372245,3580398250,3,3756826303,0
3179601531,1617726400,4,3722991035,0
1138814343,2972849762,4,4073913333,1
2217319432,2383107612,0,2452943396,1
2818368591,1058708350,1,1759660241,0
2047548404,1673438151,4,431339571,0
784329053,355341098,2,70123784,0
1586373565,261737247,2,243794717,0
358000426,552484673,3,905887595,0
3038920810,134998288,4,3173624186,0
4079388902,823040354,1,3256348548,0
2630729785,3271285381,2,2160705537,0
3342449294,821058401,3,4160355311,0
3195646076,1688485321,0,589131333,1
711666516,2447279139,0,3158945655,0
2650659387,1110403972,1,1540255415,0
3528622756,503959356,1,3024630632,1
1508691379,3558047912,4,2382056731,1
1357918625,826586978,4,1639229123,1
2787102796,1949195240,3,4131380204,0
3172556410,327121190,1,2845566292,1
2365780506,60921095,4,2393073437,0
2946758751,4043575522,4,1588062397,0
1134625159,1416530344,1,4013062111,0
3243420802,2893167192,1,350253610,0
477070648,4073871077,3,4278179837,0
1971381739,2256236556,2,83910664,1
1692061129,2858538580,3,4009484253,0
1032768891,1465840558,4,1792032469,0
3113345651,3806701253,2,2692850241,0
17650434,3592796332,2,331776,0
496145211,2968920673,0,3465131420,1
1453990317,698253651,2,9044225,0
3757402815,911697772,2,374693932,1
1507567027,3206137470,1,2596658997,1
477738296,2920631900,2,2349925400,1
3377268882,585484101,4,3945320407,1
1657896389,1079998336,0,2737894725,0
3658102964,1451916717,0,815048289,1
3501035681,2049260020,3,4205689333,0
3949716182,3771049153,3,3958366935,1
2861136469,74560776,4,2935541085,1
130248975,2470885926,3,2546465647,1
1060604286,4152869615,1,1203750543,1
3720810683,3257596036,3,3757045943,1
2720842820,3854434507,4,1200802959,1
2663230013,1765367250,1,629427307,1
2290940433,2048576500,3,4204723189,0
3983208666,2061411829,0,1749653199,0
1425455017,1185955213,4,306612772,0
3384494227,1424574889,0,505713212,1
504317756,515388221,1,4283896831,0
623895370,386238254,0,1010134648,1
1003403127,410011952,1,576613959,1
2349508632,1459182509,1,890326123,0
2810957903,313907493,4,3044936042,1
255478046,1856012253,4,1100625603,1
986194293,1516372916,0,2234131753,1
1527131574,1604875199,4,78536201,0
2562454065,3412434582,4,1407085735,0
2793046604,151810322,1,2642284858,1
1319261597,2309310995,0,3636961200,1
3885249743,709981012,3,4023744479,0
1992626669,764765019,2,612697417,1
2016210928,1887582177,3,2024734707,1
3930633428,9831169,4,3940464597,0
396827951,2297116689,4,3746309438,1
3451423387,2769225290,4,1761053905,1
4116311274,4120294635,0,3941638613,0
72524040,1179388812,3,1180609420,0
800934751,529049407,3,1069412223,0
3591618220,739797336,1,2850772308,1
4099268328,3803892421,1,295310371,1
3565384873,1310409116,4,2593666357,0
744560984,2413337119,2,213915672,1
3393195668,1123249029,3,3403902869,1
1648436676,532371263,1,1120259717,1
1095407490,2803074126,1,2585203508,1
1269362071,346421033,3,1605238719,0
3960658136,3613256366,4,990851702,1
612900169,1161902986,0,1774803155,0
4249051898,2608904247,3,4291033855,0
3333890701,2371328538,3,3489118879,0
978157428,470928184,1,507229500,1
711141204,542201152,4,171078164,0
1421162921,1080737152,2,1075853696,0
3141147254,4184892658,2,3106930802,0
3592249004,1346693536,0,644499532,1
2924914268,2781643851,3,2933827167,1
2870180438,1964339178,4,3456505276,1
1156331401,1678718408,2,1141650824,0
412867377,1999185902,4,1873968351,1
2813523535,1441770923,1,1371752613,1
2826799184,3531648677,3,4210863861,1
3339965582,1064234366,0,109232716,1
1481527728,4285293310,0,1471853742,0
1813281752,265530655,1,474009273,1
389988654,2330484245,4,2648088379,0
1711495116,812018528,3,1986494444,0
1587946429,1522040757,0,3118375794,1
2162397697,1424843689,1,737554008,0
1900970978,960782194,2,826540898,0
2962823777,1239978387,3,4193885171,0
2374020635,2234734602,3,2377383451,0
2631179321,4237144313,1,2756111168,1
500183355,2697497665,1,2097652986,0
2042594291,3095673969,2,948174961,0
3030865001,2097075193,3,4240431097,1
3647469746,1466004910,3,3756522942,1
1586702781,1550109112,4,49799429,1
3790400707,3722727611,4,1007205496,0
2538567726,2847459923,3,3221225087,1
342493480,3270610565,4,3600517037,0
3985820891,2118448636,4,2482387239,1
2426649121,3696209080,3,3706699449,0
563770691,872096615,2,563749187,0
2171808770,2904744538,4,2891042392,1
1249279380,525398334,4,1428589738,0
502418235,2452171812,3,2681958207,1
1310043548,1289468313,4,47059973,0
1801962454,129387279,3,1878510559,0
3088160368,3735853757,1,3647404979,1
2884828759,91207434,4,2929543517,0
3141173366,1701605322,2,2703753282,1
637021003,734571351,4,238059544,1
3923999443,1362613154,4,3168053617,1
2957784160,1061037950,1,1896746210,0
4042149601,1446716332,0,1193899661,1
790677854,760406874,3,796060510,0
1637321667,1628339138,0,3265660805,0
